名称,路径,级别,类型,年份,体积(字节)
9.品职教育 CFA III 经典题 Equity Portfolio Management 有答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/9.品职教育 CFA III 经典题 Equity Portfolio Management 有答案.pdf,三级,文件,2024,60116871
"品职教育 CFA III 经典题 Trading, Performance Evaluation, and Manager Selection 有答案.pdf","/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/品职教育 CFA III 经典题 Trading, Performance Evaluation, and Manager Selection 有答案.pdf",三级,文件,2024,29116354
CFA二级2024等多个文件,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件,二级,文件夹,2024,
CFA二级2023,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023,二级,文件夹,2024,
CFA二级 GD 2023,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023,二级,文件夹,2024,
2023.8-11CFA二级GD,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/2023.8-11CFA二级GD,二级,文件夹,2024,
CFA2023年（公式表）-L2.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/2023.8-11CFA二级GD/23GD资料/CFA2023年（公式表）-L2.pdf,二级,文件,2024,22911622
CFA2023年（框架图）-L2-36937,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/2023.8-11CFA二级GD/23GD资料/CFA2023年（框架图）-L2-36937,二级,文件夹,2024,
品职教育2023.08 CFA二级考前押题合集(无答案版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/2023.8-11CFA二级GD/品职教育2023.08 CFA二级考前押题合集(无答案版).pdf,二级,文件,2024,5839912
品职教育2023.08 CFA二级考前押题合集(有答案版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/2023.8-11CFA二级GD/品职教育2023.08 CFA二级考前押题合集(有答案版).pdf,二级,文件,2024,7056938
23CFA二级notes,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/23CFA二级notes,二级,文件夹,2024,
CFA 2023 Level II - SchweserNotes Book 4.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/23CFA二级notes/CFA 2023 Level II - SchweserNotes Book 4.pdf,二级,文件,2024,6827939
CFA 2023 Level II - SchweserNotes Book 5.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/23CFA二级notes/CFA 2023 Level II - SchweserNotes Book 5.pdf,二级,文件,2024,2520243
CFA 2023 Level II - Schweser_s Quicksheet.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/23CFA二级notes/CFA 2023 Level II - Schweser_s Quicksheet.pdf,二级,文件,2024,1083953
CFA2023年（学习指导手册）-L2.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/23GD资料/CFA2023年（学习指导手册）-L2.pdf,二级,文件,2024,37027634
CFA2023年（框架图）-L2-36937,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/23GD资料/CFA2023年（框架图）-L2-36937,二级,文件夹,2024,
CFA2023年（每日知识点）-L2.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/23GD资料/CFA2023年（每日知识点）-L2.pdf,二级,文件,2024,51376847
CFA2023年（知识图谱）-L2.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/23GD资料/CFA2023年（知识图谱）-L2.pdf,二级,文件,2024,8142135
CFA二级中文精讲,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/CFA二级中文精讲,二级,文件夹,2024,
CFA二级中文精讲  3  第2版_14644968.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/CFA二级中文精讲/CFA二级中文精讲  3  第2版_14644968.pdf,二级,文件,2024,57335496
2023年2月CFA一级100天备考计划表.xlsx,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 GD 2023/二级资料包2023/百日计划表/2023年2月CFA一级100天备考计划表.xlsx,二级,文件,2024,44458
CFA二级 JC 2023,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023,二级,文件夹,2024,
2023.8-11CFA二级JC,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC,二级,文件夹,2024,
1.CFA二级前导_Part_I_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/1.前导段/1.前导 Part I/0.讲义/1.CFA二级前导_Part_I_标准版.pdf,二级,文件,2024,2059613
CFA二级基础段公司金融_Tom_打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/2.基础段/10.Corporate Issuers/CFA二级基础段公司金融_Tom_打印版.pdf,二级,文件,2024,809728
CFA二级基础段公司金融_Tom_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/2.基础段/10.Corporate Issuers/CFA二级基础段公司金融_Tom_标准版.pdf,二级,文件,2024,2317825
CFA二级基础段数量_Irene_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/2.基础段/5-Quantitative Methods-irene/讲义/CFA二级基础段数量_Irene_标准版.pdf,二级,文件,2024,6305070
1.CFA二级基础段权益_Tom_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/2.基础段/7.Equity-tom/讲义/1.CFA二级基础段权益_Tom_标准版.pdf,二级,文件,2024,1823024
CFA二级基础段衍生_Tom_打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/2.基础段/9.Derivatives/Tom Han/0.讲义/CFA二级基础段衍生_Tom_打印版.pdf,二级,文件,2024,598408
CFA二级基础段衍生_Tom_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/2.基础段/9.Derivatives/Tom Han/0.讲义/CFA二级基础段衍生_Tom_标准版.pdf,二级,文件,2024,1068219
CFA二级总复习另类_Tom_打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/4.强化段/Alternative Investments/0.讲义/CFA二级总复习另类_Tom_打印版.pdf,二级,文件,2024,370150
1.CFA二级核心考点_权益.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/4.强化段/Equity/0.讲义/1.CFA二级核心考点_权益.pdf,二级,文件,2024,514550
CFA二级总复习数量_Irene_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/4.强化段/Quantitative Methods/0.讲义/CFA二级总复习数量_Irene_标准版.pdf,二级,文件,2024,2140302
2305CFA二级密卷_学员版_答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/6.密卷/讲义/2305CFA二级密卷_学员版_答案.pdf,二级,文件,2024,16765390
CFA二级Mock1_AM_答案_学员版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/7.mock/CFA二级Mock1_AM_答案_学员版.pdf,二级,文件,2024,353591
CFA二级Mock1_AM_题目_学员版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/7.mock/CFA二级Mock1_AM_题目_学员版.pdf,二级,文件,2024,279201
CFA二级Mock2_AM_题目_学员版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/7.mock/CFA二级Mock2_AM_题目_学员版.pdf,二级,文件,2024,315886
CFA二级Mock2_PM_答案_学员版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/2023.8-11CFA二级JC/7.mock/CFA二级Mock2_PM_答案_学员版.pdf,二级,文件,2024,397715
23CFA二级notes,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/二级资料包2023/23CFA二级notes,二级,文件夹,2024,
CFA 2023 Level II - SchweserNotes Book 2.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/二级资料包2023/23CFA二级notes/CFA 2023 Level II - SchweserNotes Book 2.pdf,二级,文件,2024,7595558
CFA二级中文精讲,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/二级资料包2023/CFA二级中文精讲,二级,文件夹,2024,
CFA二级中文精讲  2  第2版_14656763.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/二级资料包2023/CFA二级中文精讲/CFA二级中文精讲  2  第2版_14656763.pdf,二级,文件,2024,117226189
CFA二级框架图（23年 ）,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/二级资料包2023/CFA二级框架图（23年 ）,二级,文件夹,2024,
2023 CFA二级 框架图,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/二级资料包2023/CFA二级框架图（23年 ）/2023 CFA二级 框架图,二级,文件夹,2024,
2023.05 品职教育 CFA 二级 知识框架图 Quantitative Methods 何旋.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/二级资料包2023/CFA二级框架图（23年 ）/2023 CFA二级 框架图/2023.05 品职教育 CFA 二级 知识框架图 Quantitative Methods 何旋.pdf,二级,文件,2024,2606864
2023.05 品职教育CFA二级知识框架图 Financial Statement Analysis_何旋.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/二级资料包2023/CFA二级框架图（23年 ）/2023 CFA二级 框架图/2023.05 品职教育CFA二级知识框架图 Financial Statement Analysis_何旋.pdf,二级,文件,2024,2863849
品职教育2023年5月CFA二级Portfolio Management知识框架图_何旋(水印版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2023/CFA二级 JC 2023/二级资料包2023/CFA二级框架图（23年 ）/2023 CFA二级 框架图/品职教育2023年5月CFA二级Portfolio Management知识框架图_何旋(水印版).pdf,二级,文件,2024,2608694
CFA二级2024,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024,二级,文件夹,2024,
2024 CFA Level II,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/24资料包/2024 CFA Level II,二级,文件夹,2024,
cfa-program2024L2V2.PDF,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/24资料包/2024 CFA Level II/cfa-program2024L2V2.PDF,二级,文件,2024,4017076
cfa-program2024L2V6.PDF,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/24资料包/2024 CFA Level II/cfa-program2024L2V6.PDF,二级,文件,2024,5326847
24cfa二级notes,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/24资料包/24cfa二级notes,二级,文件夹,2024,
CFA 2024 Level II - SchweserNotes Book 5.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/24资料包/24cfa二级notes/CFA 2024 Level II - SchweserNotes Book 5.pdf,二级,文件,2024,3301962
CFA二级 jc,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级 jc,二级,文件夹,2024,
CFA二级经典题_经济学_打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级 jc/03-经典题/二级经典题讲义/CFA二级经典题_经济学_打印版.pdf,二级,文件,2024,507062
CFA二级经典题衍生_Mikey_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级 jc/03-经典题/二级经典题讲义/CFA二级经典题衍生_Mikey_标准版.pdf,二级,文件,2024,1976507
CFA二级基础段固收_Cherie_打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级 jc/2. 基础班/6.cherie-Fixed Income/CFA二级基础段固收_Cherie_打印版.pdf,二级,文件,2024,1896002
CFA二级基础段组合_王慧琳_打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级 jc/2. 基础班/7.Portfolio Management/CFA二级基础段组合_王慧琳_打印版.pdf,二级,文件,2024,1375818
CFA二级基础段另类_Tom_打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级 jc/2. 基础班/9.Alternative Investments-Tom/CFA二级基础段另类_Tom_打印版.pdf,二级,文件,2024,628288
2024CFA二级模考1学员版-答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级 jc/6-模考班/2024CFA二级模考1学员版-答案.pdf,二级,文件,2024,914107
2024CFA二级模考1学员版-题目.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级 jc/6-模考班/2024CFA二级模考1学员版-题目.pdf,二级,文件,2024,796925
2024CFA二级模考2学员版-题目.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级 jc/6-模考班/2024CFA二级模考2学员版-题目.pdf,二级,文件,2024,1048662
CFA二级gd,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA二级2024等多个文件/CFA二级2024/CFA二级gd,二级,文件夹,2024,
CFA,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA,未标注,文件夹,2024,
2024年CFA备考资料,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料,未标注,文件夹,2024,
CFA-L1-一级考试的数学公式表.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA-L1-一级考试的数学公式表.pdf,一级,文件,2024,10336411
CFA-L1-精研百题-道德.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA-L1-精研百题-道德.pdf,未标注,文件,2024,9459578
CFA-L1-红宝书考点知识讲解 中英文.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA-L1-红宝书考点知识讲解 中英文.pdf,未标注,文件,2024,1862352
CFA-L1-考纲-2024.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA-L1-考纲-2024.pdf,未标注,文件,2024,829422
CFA-L2-考纲-2024.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA-L2-考纲-2024.pdf,未标注,文件,2024,261786
CFA-L3-考纲-2024.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA-L3-考纲-2024.pdf,未标注,文件,2024,226333
CFA24年考纲变动解读2.0.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA24年考纲变动解读2.0.pdf,未标注,文件,2024,1937579
CFA一级知识点背诵手册-03财报.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA一级知识点背诵手册-03财报.pdf,一级,文件,2024,8476623
CFA含金量与职业发展前景.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA含金量与职业发展前景.pdf,未标注,文件,2024,1278253
CFA学霸笔记.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA学霸笔记.pdf,未标注,文件,2024,7880321
CFA考场避坑宝典.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/2024年CFA备考资料/CFA考场避坑宝典.pdf,未标注,文件,2024,2144256
cfa三级(持续更新),/cfa三级/CFA2级/大语文等多个文件等多个文件/最近更新2024/CFA/cfa三级(持续更新),三级,文件夹,2024,
CFA二级gd,/cfa三级/CFA二级gd,二级,文件夹,0,
Cfa三级2024,/cfa三级/Cfa三级2024,三级,文件夹,2024,
CFA三级2023,/cfa三级/Cfa三级2024/CFA三级2023,三级,文件夹,2024,
2023.2CFA三级GD,/cfa三级/Cfa三级2024/CFA三级2023/2023.2CFA三级GD,三级,文件夹,2024,
01-CFA L3 Economic Introduction.mp4,/cfa三级/Cfa三级2024/CFA三级2023/2023.2CFA三级GD/02-知识精讲阶段/02-Economic–chen/01-CFA L3 Economic Introduction.mp4,三级,文件,2024,202861388
21-Summary of CFA L3 Economic.mp4,/cfa三级/Cfa三级2024/CFA三级2023/2023.2CFA三级GD/02-知识精讲阶段/02-Economic–chen/21-Summary of CFA L3 Economic.mp4,三级,文件,2024,275204532
2023.2CFA三级JC,/cfa三级/Cfa三级2024/CFA三级2023/2023.2CFA三级JC,三级,文件夹,2024,
2023.8CFA三级GD,/cfa三级/Cfa三级2024/CFA三级2023/2023.8CFA三级GD,三级,文件夹,2024,
2023.8CFA三级JC,/cfa三级/Cfa三级2024/CFA三级2023/2023.8CFA三级JC,三级,文件夹,2024,
2022CFA三级notes,/cfa三级/Cfa三级2024/CFA三级2023/资料包/22年资料/2022CFA三级notes,三级,文件夹,2024,
品职CFA三级资料,/cfa三级/Cfa三级2024/CFA三级2023/资料包/22年资料/品职CFA三级资料,三级,文件夹,2024,
2022品职CFA III 公式密钥.pdf,/cfa三级/Cfa三级2024/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA三级公式密钥/2022品职CFA III 公式密钥.pdf,三级,文件,2024,49834979
Cfa三级 2024,/cfa三级/Cfa三级2024/Cfa三级 2024,三级,文件夹,2024,
cfa-program2024L3V1（CME、AA）.PDF,/cfa三级/Cfa三级2024/Cfa三级 2024/2024年三级教材/cfa-program2024L3V1（CME、AA）.PDF,三级,文件,2024,3417592
CFA三级基础班交易_王慧琳（打印版）.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Gd/2.核心知识精讲/讲义/CFA三级基础班交易_王慧琳（打印版）.pdf,三级,文件,2024,770667
CFA三级基础班另类-王慧琳-（标准版）.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Gd/2.核心知识精讲/讲义/CFA三级基础班另类-王慧琳-（标准版）.pdf,三级,文件,2024,1004193
CFA三级基础班机构案例-王慧琳-（标准版）.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Gd/2.核心知识精讲/讲义/CFA三级基础班机构案例-王慧琳-（标准版）.pdf,三级,文件,2024,931937
1.品职教育 CFA III Behavioral Finance 强化串讲.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/3.强化串讲课/讲义/1.品职教育 CFA III Behavioral Finance 强化串讲.pdf,三级,文件,2024,2635959
2.品职教育 CFA III 强化串讲 Global Investment Performance Standards.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/3.强化串讲课/讲义/2.品职教育 CFA III 强化串讲 Global Investment Performance Standards.pdf,三级,文件,2024,6428165
4.品职教育 CFA III 强化串讲 Asset Allocation.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/3.强化串讲课/讲义/4.品职教育 CFA III 强化串讲 Asset Allocation.pdf,三级,文件,2024,10538375
6.品职教育 CFA III 强化串讲 Alternative Management.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/3.强化串讲课/讲义/6.品职教育 CFA III 强化串讲 Alternative Management.pdf,三级,文件,2024,11764091
8.品职教育 CFA III 强化串讲 Fixed Income.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/3.强化串讲课/讲义/8.品职教育 CFA III 强化串讲 Fixed Income.pdf,三级,文件,2024,19271595
品职教育 CFA III 经典题 Asset Allocation 有答案.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/4.经典题通关课/讲义/品职教育 CFA III 经典题 Asset Allocation 有答案.pdf,三级,文件,2024,49715274
品职教育 CFA III 经典题 Capital Market Expectations (补充)无答案.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/4.经典题通关课/讲义/品职教育 CFA III 经典题 Capital Market Expectations (补充)无答案.pdf,三级,文件,2024,11893432
品职教育 CFA III 经典题 Fixed Income 无答案.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/4.经典题通关课/讲义/品职教育 CFA III 经典题 Fixed Income 无答案.pdf,三级,文件,2024,41755121
品职教育 CFA III 经典题 Individual IPS 无答案.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/4.经典题通关课/讲义/品职教育 CFA III 经典题 Individual IPS 无答案.pdf,三级,文件,2024,18790070
4.CFA II Derivatives,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/早读课/4.CFA II Derivatives,三级,文件夹,2024,
1.品职教育 CFA I Fixed Income.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/早读课/讲义/1.品职教育 CFA I Fixed Income.pdf,三级,文件,2024,81206154
1.品职教育 CFA I 计算器使用.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/Pz/早读课/讲义/1.品职教育 CFA I 计算器使用.pdf,三级,文件,2024,2810690
CFA三级框架图,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/CFA三级框架图,三级,文件夹,2024,
品职教育 CFA III Equity知识框架图李斯克.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/CFA三级框架图/品职教育 CFA III Equity知识框架图李斯克.pdf,三级,文件,2024,3455750
品职教育 CFA III capital market expectation 知识框架图 何旋.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/CFA三级框架图/品职教育 CFA III capital market expectation 知识框架图 何旋.pdf,三级,文件,2024,3947973
品职教育 CFA三级知识框架图_Private Wealth Management_李斯克.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/CFA三级框架图/品职教育 CFA三级知识框架图_Private Wealth Management_李斯克.pdf,三级,文件,2024,6624992
品职教育CFA三级知识框架图_Trade strategy and  Execution.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/CFA三级框架图/品职教育CFA三级知识框架图_Trade strategy and  Execution.pdf,三级,文件,2024,2427516
Cfa三级大佬笔记,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记,三级,文件夹,2024,
品职教育2023.08 CFA三级考前押题合集(有答案版).pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/最终轮 记忆背诵（总结押题重点，已设置背、重点等标签，可直接检索）/品职教育2023.08 CFA三级考前押题合集(有答案版).pdf,三级,文件,2024,37406416
品职教育 CFA 三级 知识框架图 Capital Market Expectation.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/品职教育 CFA 三级 知识框架图 Capital Market Expectation.pdf,三级,文件,2024,11975008
品职教育 CFA 三级 知识框架图 Derivatives and Currency Management.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/品职教育 CFA 三级 知识框架图 Derivatives and Currency Management.pdf,三级,文件,2024,8499185
品职教育 CFA 三级 知识框架图 Equity.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/品职教育 CFA 三级 知识框架图 Equity.pdf,三级,文件,2024,10225364
品职教育 CFA 三级 知识框架图 Fixed Income.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/品职教育 CFA 三级 知识框架图 Fixed Income.pdf,三级,文件,2024,19200218
品职教育 CFA 三级 知识框架图 Private Wealth Management.pdf,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/品职教育 CFA 三级 知识框架图 Private Wealth Management.pdf,三级,文件,2024,19076731
第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）,三级,文件夹,2024,
品职,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）/品职,三级,文件夹,2024,
品职强化,/cfa三级/Cfa三级2024/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）/品职强化,三级,文件夹,2024,
